Instruction, Times Executed
1247, " ", , ,
1248, "	addi.float f1, f1, 3.141593", 0, N/A, N/A
1249, " 	addi sp, sp, -1", , ,
1250, " nop", , ,
1251, " nop", , ,
1252, " ", , ,
1253, "nop", 0, N/A, N/A
1254, " 	addi.float f2, f2, 2.000000", , ,
1255, " nop", , ,
1256, " nop", , ,
1257, " ", , ,
1258, "nop", 0, N/A, N/A
1259, " 	fmul f1, f1, f2", , ,
1260, " nop", , ,
1261, " nop", , ,
1262, " ", , ,
1263, "	call pi_div.122", 0, N/A, N/A
1264, " nop", , ,
1265, " nop", , ,
1266, " nop", , ,
1267, " ", , ,
1268, "nop", 0, N/A, N/A
1269, " 	addi sp, sp, 1", , ,
1270, " nop", , ,
1271, " nop", , ,
1272, " ", , ,
1273, "nop", 0, N/A, N/A
1274, " 	addi sp, sp, -1", , ,
1275, " nop", , ,
1276, " nop", , ,
1277, " ", , ,
1278, "	call pi4div.125", 0, N/A, N/A
1279, " nop", , ,
1280, " nop", , ,
1281, " nop", , ,
1282, " ", , ,
1283, "nop", 0, N/A, N/A
1284, " 	addi sp, sp, 1", , ,
1285, " 	lw f1, 0(a0)", , ,
1286, " 	lw f0, 4(a0)", , ,
1287, " ", , ,
1288, "	addi sp, sp, -3", 0, N/A, N/A
1289, " 	addi f0, f1, 0", , ,
1290, " nop", , ,
1291, " 	sw f0, 0(sp)", , ,
1292, " ", , ,
1293, "	call tailor_cos.129", 0, N/A, N/A
1294, " nop", , ,
1295, " nop", , ,
1296, " nop", , ,
1297, " ", , ,
1298, "nop", 0, N/A, N/A
1299, " 	addi sp, sp, 3", , ,
1300, " nop", , ,
1301, " nop", , ,
1302, " ", , ,
1303, "nop", 0, N/A, N/A
1304, " nop", , ,
1305, " nop", , ,
1306, " 	lw f1, 0(sp)", , ,
1307, " ", , ,
1308, "nop", 0, 0, 0
1309, " 	fmul f0, f1, f0", , ,
1310, " nop", , ,
1311, " nop", , ,
1312, " ", , ,
1313, "	ret", 0, 0, 0
1314, " nop", , ,
1315, " nop", , ,
1316, " nop", , ,
1317, " ", , ,
1318, "sin:", , ,
1319, "	lui.float f2, 2.000000", 0, N/A, N/A
1320, " 	lui.float f1, 3.141593", , ,
1321, " nop", , ,
1322, " nop", , ,
1323, " ", , ,
1324, "	addi.float f1, f1, 3.141593", 0, N/A, N/A
1325, " 	addi sp, sp, -1", , ,
1326, " nop", , ,
1327, " nop", , ,
1328, " ", , ,
1329, "nop", 0, N/A, N/A
1330, " 	addi.float f2, f2, 2.000000", , ,
1331, " nop", , ,
1332, " nop", , ,
1333, " ", , ,
1334, "nop", 0, N/A, N/A
1335, " 	fmul f1, f1, f2", , ,
1336, " nop", , ,
1337, " nop", , ,
1338, " ", , ,
1339, "	call pi_div.122", 0, N/A, N/A
1340, " nop", , ,
1341, " nop", , ,
1342, " nop", , ,
1343, " ", , ,
1344, "nop", 0, N/A, N/A
1345, " 	addi sp, sp, 1", , ,
1346, " nop", , ,
1347, " nop", , ,
1348, " ", , ,
1349, "nop", 0, N/A, N/A
1350, " 	addi sp, sp, -1", , ,
1351, " nop", , ,
1352, " nop", , ,
1353, " ", , ,
1354, "	call pi4div2.127", 0, N/A, N/A
1355, " nop", , ,
1356, " nop", , ,
1357, " nop", , ,
1358, " ", , ,
1359, "	lui.float f2, 3.141593", 0, N/A, N/A
1360, " 	addi sp, sp, 1", , ,
1361, " 	lw f1, 0(a0)", , ,
1362, " 	lw f0, 4(a0)", , ,
1363, " ", , ,
1364, "	addi.float f2, f2, 3.141593", 0, N/A, N/A
1365, " 	lui.float f3, 2.000000", , ,
1366, " nop", , ,
1367, " 	sw f0, 0(sp)", , ,
1368, " ", , ,
1369, "	addi.float f3, f3, 2.000000", 0, N/A, N/A
1370, " 	addi sp, sp, -3", , ,
1371, " nop", , ,
1372, " nop", , ,
1373, " ", , ,
1374, "nop", 0, N/A, N/A
1375, " 	fdiv f2, f2, f3", , ,
1376, " nop", , ,
1377, " nop", , ,
1378, " ", , ,
1379, "nop", 0, N/A, N/A
1380, " 	fsub f1, f2, f1", , ,
1381, " nop", , ,
1382, " nop", , ,
1383, " ", , ,
1384, "nop", 0, N/A, N/A
1385, " 	addi f0, f1, 0", , ,
1386, " nop", , ,
1387, " nop", , ,
1388, " ", , ,
1389, "	call tailor_cos.129", 0, N/A, N/A
1390, " nop", , ,
1391, " nop", , ,
1392, " nop", , ,
1393, " ", , ,
1394, "nop", 0, N/A, N/A
1395, " 	addi sp, sp, 3", , ,
1396, " nop", , ,
1397, " nop", , ,
1398, " ", , ,
1399, "nop", 0, N/A, N/A
1400, " nop", , ,
1401, " nop", , ,
1402, " 	lw f1, 0(sp)", , ,
1403, " ", , ,
1404, "nop", 0, N/A, N/A
1405, " 	fmul f0, f1, f0", , ,
1406, " nop", , ,
1407, " nop", , ,
1408, " ", , ,
1409, "	ret", 0, N/A, N/A
1410, " nop", , ,
1411, " nop", , ,
1412, " nop", , ,
1413, " ", , ,
1414, "tailor_atan.135:", , ,
1415, "	lui.float f3, 0.333333", 0, N/A, N/A
1416, " 	fmul f1, f0, f0", , ,
1417, " nop", , ,
1418, " nop", , ,
1419, " ", , ,
1420, "	lui.float f5, 0.714286", 0, N/A, N/A
1421, " 	lui.float f4, 0.600000", , ,
1422, " nop", , ,
1423, " nop", , ,
1424, " ", , ,
1425, "	fmul f2, f1, f0", 0, N/A, N/A
1426, " 	lui.float f6, 0.777778", , ,
1427, " nop", , ,
1428, " nop", , ,
1429, " ", , ,
1430, "	addi.float f4, f4, 0.600000", 0, N/A, N/A
1431, " 	addi.float f3, f3, 0.333333", , ,
1432, " nop", , ,
1433, " nop", , ,
1434, " ", , ,
1435, "	addi.float f6, f6, 0.777778", 0, N/A, N/A
1436, " 	addi.float f5, f5, 0.714286", , ,
1437, " nop", , ,
1438, " nop", , ,
1439, " ", , ,
1440, "nop", 0, N/A, N/A
1441, " 	fmul f2, f2, f3", , ,
1442, " nop", , ,
1443, " nop", , ,
1444, " ", , ,
1445, "	fsub f0, f0, f2", 0, N/A, N/A
1446, " 	fmul f3, f1, f2", , ,
1447, " nop", , ,
1448, " nop", , ,
1449, " ", , ,
1450, "nop", 0, N/A, N/A
1451, " 	fmul f3, f3, f4", , ,
1452, " nop", , ,
1453, " nop", , ,
1454, " ", , ,
1455, "	fadd f0, f0, f3", 0, N/A, N/A
1456, " 	fmul f4, f1, f3", , ,
1457, " nop", , ,
1458, " nop", , ,
1459, " ", , ,
1460, "nop", 0, N/A, N/A
1461, " 	fmul f4, f4, f5", , ,
1462, " nop", , ,
1463, " nop", , ,
1464, " ", , ,
1465, "	fsub f0, f0, f4", 0, N/A, N/A
1466, " 	fmul f5, f1, f4", , ,
1467, " nop", , ,
1468, " nop", , ,
1469, " ", , ,
1470, "	lui.float f6, 0.818182", 0, N/A, N/A
1471, " 	fmul f5, f5, f6", , ,
1472, " nop", , ,
1473, " nop", , ,
1474, " ", , ,
1475, "	fadd f0, f0, f5", 0, 0, 0
1476, " 	fmul f1, f1, f5", , ,
1477, " nop", , ,
1478, " nop", , ,
1479, " ", , ,
1480, "nop", 0, N/A, N/A
1481, " 	addi.float f6, f6, 0.818182", , ,
1482, " nop", , ,
1483, " nop", , ,
1484, " ", , ,
1485, "nop", 0, N/A, N/A
1486, " 	fmul f1, f1, f6", , ,
1487, " nop", , ,
1488, " nop", , ,
1489, " ", , ,
1490, "nop", 0, N/A, N/A
1491, " 	fsub f0, f0, f1", , ,
1492, " nop", , ,
1493, " nop", , ,
1494, " ", , ,
1495, "	ret", 0, N/A, N/A
1496, " nop", , ,
1497, " nop", , ,
1498, " nop", , ,
1499, " ", , ,
1500, "atan:", , ,
1501, "nop", 0, N/A, N/A
1502, " 	lui.float f1, 0.000000", , ,
1503, " nop", , ,
1504, " nop", , ,
1505, " ", , ,
1506, "nop", 0, N/A, N/A
1507, " 	addi.float f1, f1, 0.000000", , ,
1508, " nop", , ,
1509, " nop", , ,
1510, " ", , ,
1511, "nop", 0, N/A, N/A
1512, " 	fle a20, f1, f0", , ,
1513, " nop", , ,
1514, " nop", , ,
1515, " ", , ,
1516, "	beq a20, zero, fble_else.324", 0, N/A, N/A
1517, " nop", , ,
1518, " nop", , ,
1519, " nop", , ,
1520, " ", , ,
1521, "nop", 0, N/A, N/A
1522, " 	lui.float f1, 1.000000", , ,
1523, " nop", , ,
1524, " nop", , ,
1525, " ", , ,
1526, "nop", 0, N/A, N/A
1527, " 	addi.float f1, f1, 1.000000", , ,
1528, " nop", , ,
1529, " nop", , ,
1530, " ", , ,
1531, "nop", 0, N/A, N/A
1532, " 	fle a20, f0, f1", , ,
1533, " nop", , ,
1534, " nop", , ,
1535, " ", , ,
1536, "	beq a20, zero, fble_else.325", 0, N/A, N/A
1537, " nop", , ,
1538, " nop", , ,
1539, " nop", , ,
1540, " ", , ,
1541, "nop", 0, N/A, N/A
1542, " 	lui.float f1, 0.414214", , ,
1543, " nop", , ,
1544, " nop", , ,
1545, " ", , ,
1546, "nop", 0, N/A, N/A
1547, " 	addi.float f1, f1, 0.414214", , ,
1548, " nop", , ,
1549, " nop", , ,
1550, " ", , ,
1551, "nop", 0, N/A, N/A
1552, " 	fle a20, f0, f1", , ,
1553, " nop", , ,
1554, " nop", , ,
1555, " ", , ,
1556, "	beq a20, zero, fble_else.326", 0, N/A, N/A
1557, " nop", , ,
1558, " nop", , ,
1559, " nop", , ,
1560, " ", , ,
1561, "	jump tailor_atan.135", 0, N/A, N/A
1562, " nop", , ,
1563, " nop", , ,
1564, " nop", , ,
1565, " ", , ,
1566, "fble_else.326:", , ,
1567, "	lui.float f2, 4.000000", 0, N/A, N/A
1568, " 	lui.float f1, 3.141593", , ,
1569, " nop", , ,
1570, " nop", , ,
1571, " ", , ,
1572, "	addi.float f1, f1, 3.141593", 0, N/A, N/A
1573, " 	lui.float f3, 1.000000", , ,
1574, " nop", , ,
1575, " nop", , ,
1576, " ", , ,
1577, "	addi.float f3, f3, 1.000000", 0, N/A, N/A
1578, " 	addi.float f2, f2, 4.000000", , ,
1579, " nop", , ,
1580, " nop", , ,
1581, " ", , ,
1582, "	lui.float f2, 1.000000", 0, N/A, N/A
1583, " 	fdiv f1, f1, f2", , ,
1584, " nop", , ,
1585, " nop", , ,
1586, " ", , ,
1587, "	addi sp, sp, -3", 0, N/A, N/A
1588, " 	addi.float f2, f2, 1.000000", , ,
1589, " nop", , ,
1590, " 	sw f1, 0(sp)", , ,
1591, " ", , ,
1592, "	fadd f0, f3, f0", 0, N/A, N/A
1593, " 	fsub f2, f0, f2", , ,
1594, " nop", , ,
1595, " nop", , ,
1596, " ", , ,
1597, "nop", 0, N/A, N/A
1598, " 	fdiv f0, f2, f0", , ,
1599, " nop", , ,
1600, " nop", , ,
1601, " ", , ,
1602, "	call atan", 0, N/A, N/A
1603, " nop", , ,
1604, " nop", , ,
1605, " nop", , ,
1606, " ", , ,
1607, "nop", 0, N/A, N/A
1608, " 	addi sp, sp, 3", , ,
1609, " nop", , ,
1610, " nop", , ,
1611, " ", , ,
1612, "nop", 0, N/A, N/A
1613, " nop", , ,
1614, " nop", , ,
1615, " 	lw f1, 0(sp)", , ,
1616, " ", , ,
1617, "nop", 0, N/A, N/A
1618, " 	fadd f0, f1, f0", , ,
1619, " nop", , ,
1620, " nop", , ,
1621, " ", , ,
1622, "	ret", 0, N/A, N/A
1623, " nop", , ,
1624, " nop", , ,
1625, " nop", , ,
1626, " ", , ,
1627, "fble_else.325:", , ,
1628, "	lui.float f2, 2.000000", 0, N/A, N/A
1629, " 	lui.float f1, 3.141593", , ,
1630, " nop", , ,
1631, " nop", , ,
1632, " ", , ,
1633, "	addi.float f2, f2, 2.000000", 0, N/A, N/A
1634, " 	addi.float f1, f1, 3.141593", , ,
1635, " nop", , ,
1636, " nop", , ,
1637, " ", , ,
1638, "	lui.float f2, 1.000000", 0, N/A, N/A
1639, " 	fdiv f1, f1, f2", , ,
1640, " nop", , ,
1641, " nop", , ,
1642, " ", , ,
1643, "	addi sp, sp, -5", 0, N/A, N/A
1644, " 	addi.float f2, f2, 1.000000", , ,
1645, " nop", , ,
1646, " 	sw f1, -2(sp)", , ,
1647, " ", , ,
1648, "nop", 0, N/A, N/A
1649, " 	fdiv f0, f2, f0", , ,
1650, " nop", , ,
1651, " nop", , ,
1652, " ", , ,
1653, "	call atan", 0, N/A, N/A
1654, " nop", , ,
1655, " nop", , ,
1656, " nop", , ,
1657, " ", , ,
1658, "nop", 0, 0, 0
1659, " 	addi sp, sp, 5", , ,
1660, " nop", , ,
1661, " nop", , ,
1662, " ", , ,
1663, "nop", 0, N/A, N/A
1664, " nop", , ,
1665, " nop", , ,
1666, " 	lw f1, -2(sp)", , ,
1667, " ", , ,
1668, "nop", 0, N/A, N/A
1669, " 	fsub f0, f1, f0", , ,
1670, " nop", , ,
1671, " nop", , ,
1672, " ", , ,
1673, "	ret", 0, N/A, N/A
1674, " nop", , ,
1675, " nop", , ,
1676, " nop", , ,
1677, " ", , ,
1678, "fble_else.324:", , ,
1679, "	addi sp, sp, -5", 0, N/A, N/A
1680, " 	fneg f0, f0", , ,
1681, " nop", , ,
1682, " nop", , ,
1683, " ", , ,
1684, "	call atan", 0, N/A, N/A
1685, " nop", , ,
1686, " nop", , ,
1687, " nop", , ,
1688, " ", , ,
1689, "	fneg f0, f0", 0, N/A, N/A
1690, " 	addi sp, sp, 5", , ,
1691, " nop", , ,
1692, " nop", , ,
1693, " ", , ,
1694, "	ret", 0, N/A, N/A
1695, " nop", , ,
1696, " nop", , ,
1697, " nop", , ,
1698, " ", , ,
1699, "fib.10:", , ,
1700, "nop", 177, N/A, N/A
1701, " 	addi a1, zero, 1", , ,
1702, " nop", , ,
1703, " nop", , ,
1704, " ", , ,
1705, "	blt a1, a0, ble_else.24", 177, N/A, N/A
1706, " nop", , ,
1707, " nop", , ,
1708, " nop", , ,
1709, " ", , ,
1710, "	ret", 89, N/A, N/A
1711, " nop", , ,
1712, " nop", , ,
1713, " nop", , ,
1714, " ", , ,
1715, "ble_else.24:", , ,
1716, "	addi sp, sp, -3", 88, N/A, N/A
1717, " 	addi a1, a0, -1", , ,
1718, " nop", , ,
1719, " 	sw a0, 0(sp)", , ,
1720, " ", , ,
1721, "nop", 88, N/A, N/A
1722, " 	add a0, a1, zero", , ,
1723, " nop", , ,
1724, " nop", , ,
1725, " ", , ,
1726, "	call fib.10", 88, N/A, N/A
1727, " nop", , ,
1728, " nop", , ,
1729, " nop", , ,
1730, " ", , ,
1731, "nop", 88, N/A, N/A
1732, " 	addi sp, sp, 3", , ,
1733, " nop", , ,
1734, " nop", , ,
1735, " ", , ,
1736, "nop", 88, N/A, N/A
1737, " 	addi sp, sp, -3", , ,
1738, " 	sw a0, -1(sp)", , ,
1739, " 	lw a1, 0(sp)", , ,
1740, " ", , ,
1741, "nop", 88, N/A, N/A
1742, " 	addi a1, a1, -2", , ,
1743, " nop", , ,
1744, " nop", , ,
1745, " ", , ,
1746, "nop", 88, N/A, N/A
1747, " 	add a0, a1, zero", , ,
1748, " nop", , ,
1749, " nop", , ,
1750, " ", , ,
1751, "	call fib.10", 88, N/A, N/A
1752, " nop", , ,
1753, " nop", , ,
1754, " nop", , ,
1755, " ", , ,
1756, "nop", 88, N/A, N/A
1757, " 	addi sp, sp, 3", , ,
1758, " nop", , ,
1759, " nop", , ,
1760, " ", , ,
1761, "nop", 88, N/A, N/A
1762, " nop", , ,
1763, " nop", , ,
1764, " 	lw a1, -1(sp)", , ,
1765, " ", , ,
1766, "nop", 88, N/A, N/A
1767, " 	add a0, a1, a0", , ,
1768, " nop", , ,
1769, " nop", , ,
1770, " ", , ,
1771, "	ret", 88, N/A, N/A
1772, " nop", , ,
1773, " nop", , ,
1774, " nop", , ,
1775, " ", , ,
1776, "min_caml_start:", , ,
1777, "	addi a0, zero, 10", 1, N/A, N/A
1778, " 	addi sp, sp, -28", , ,
1779, " nop", , ,
1780, " nop", , ,
1781, " ", , ,
1782, "nop", 1, N/A, N/A
1783, " 	addi sp, sp, -1", , ,
1784, " nop", , ,
1785, " nop", , ,
1786, " ", , ,
1787, "	call fib.10", 1, N/A, N/A
1788, " nop", , ,
1789, " nop", , ,
1790, " nop", , ,
1791, " ", , ,
1792, "nop", 1, N/A, N/A
1793, " 	addi sp, sp, 1", , ,
1794, " nop", , ,
1795, " nop", , ,
1796, " ", , ,
1797, "nop", 1, N/A, N/A
1798, " 	addi sp, sp, -1", , ,
1799, " nop", , ,
1800, " nop", , ,
1801, " ", , ,
1802, "	call print_int", 1, 1, 0
1803, " nop", , ,
1804, " nop", , ,
1805, " nop", , ,
1806, " ", , ,
,
Label, Times Executed (max), Times Executed (min)
print_char, 1, 0
print_int, 0, 0
print_int_l1, 0, 0
print_int_l2, 0, 0
print_int_l3, 0, 0
print_int_l4, 0, 0
read_int, 0, 0
read_float, 0, 0
fiszero, 0, 0
fispos, 0, 0
fisneg, 0, 0
fneg, 0, 0
fabs, 0, 0
fabs_l1, 0, 0
fless, 0, 0
fhalf, 0, 0
floor, 0, 0
int_of_float, 0, 0
float_of_int, 0, 0
sqrt, 0, 0
fsqr, 0, 0
create_array, 0, 0
create_array_loop, 0, 0
create_array_cont, 0, 0
create_array_exit, 0, 0
create_float_array, 0, 0
create_float_array_loop, 0, 0
create_float_array_cont, 0, 0
create_float_array_exit, 0, 0
create_global_array, 0, 0
create_global_array_loop, 0, 0
create_global_array_cont, 0, 0
create_global_array_exit, 0, 0
create_global_float_array, 0, 0
create_global_float_array_loop, 0, 0
create_global_float_array_cont, 0, 0
create_global_float_array_exit, 0, 0
pi_div.122, 0, 0
fbe_else.313, 0, 0
fble_else.315, 0, 0
fble_else.314, 0, 0
fble_else.317, 0, 0
fble_else.316, 0, 0
pi4div.125, 0, 0
fble_else.320, 0, 0
fble_else.319, 0, 0
fble_else.318, 0, 0
pi4div2.127, 0, 0
fble_else.323, 0, 0
fble_else.322, 0, 0
fble_else.321, 0, 0
tailor_cos.129, 0, 0
cos, 0, 0
sin, 0, 0
tailor_atan.135, 0, 0
atan, 0, 0
fble_else.326, 0, 0
fble_else.325, 0, 0
fble_else.324, 0, 0
fib.10, 0, 0
ble_else.24, 0, 0
min_caml_start, 0, 0
